,image_id,expensiveness_category
707,2160220,premium
708,2151682,premium
709,2115042,premium
710,4507459,premium
711,4507468,premium
712,5513141,premium
713,5513163,premium
714,4507477,premium
715,5513134,premium
716,1872687,luxury
717,1872682,luxury
718,2131972,luxury
719,1872793,luxury
720,1872686,luxury
721,1872795,luxury
722,2641331,luxury
723,2142384,luxury
724,2145483,luxury
725,2263630,luxury
726,2264614,luxury
727,2637809,luxury
728,2196532,luxury
729,2645168,luxury
730,1872787,luxury
731,1872799,luxury
732,2111903,mid-range
734,2128880,luxury
735,2158292,luxury
736,2298149,luxury
737,4210265,premium
738,4210252,premium
739,4210280,premium
740,4508381,luxury
742,4508305,luxury
744,4508358,luxury
746,4508295,luxury
748,4508340,luxury
750,4508322,luxury
752,4508363,luxury
754,2142380,luxury
756,4508334,luxury
758,4508376,luxury
760,4508394,luxury
762,4508300,luxury
764,2241386,mid-range
766,2643936,mid-range
768,2158358,mid-range
770,2047125,mid-range
772,2277749,mid-range
774,2218070,mid-range
776,2210377,mid-range
778,2209552,mid-range
780,2258145,mid-range
782,2697899,mid-range
784,2092121,mid-range
786,2685142,mid-range
788,1900172,premium
789,4961777,luxury
790,2299820,luxury
791,2280493,luxury
792,4961801,luxury
793,2173349,luxury
794,4961770,luxury
795,1955401,premium
797,1955409,premium
799,1955410,premium
801,1955467,premium
803,4513064,mid-range
805,4513112,mid-range
807,4513042,mid-range
809,4513079,mid-range
811,2276891,mid-range
812,2645742,mid-range
813,2239851,mid-range
814,2686101,mid-range
815,2214397,mid-range
816,1956814,mid-range
817,1956805,mid-range
818,1956812,mid-range
819,1956810,mid-range
820,1956813,mid-range
821,1956811,mid-range
822,1873015,luxury
823,1872920,luxury
824,1872918,luxury
825,1873012,luxury
826,1873009,luxury
827,1873008,luxury
828,1872915,luxury
829,2637164,luxury
830,1872921,luxury
831,2129099,luxury
832,2243832,luxury
833,2123725,luxury
834,2141911,luxury
835,2114739,luxury
836,2143707,luxury
837,2297890,luxury
838,2286859,luxury
839,2123669,luxury
840,2051604,luxury
841,2097927,mid-range
842,2686366,mid-range
843,2257304,mid-range
844,2685622,mid-range
845,2198134,mid-range
846,2138428,mid-range
847,2251131,mid-range
848,2686007,mid-range
849,2260737,mid-range
850,2048522,mid-range
851,5644341,affordable
853,5644376,affordable
855,5644320,affordable
857,5644388,affordable
859,1910071,affordable
861,5657382,affordable
863,2106900,mid-range
864,2233873,mid-range
865,2216392,mid-range
866,2136265,mid-range
867,2249071,mid-range
868,2191687,mid-range
869,5379687,premium
871,5379721,premium
873,5379679,premium
875,5379738,premium
877,5612531,premium
878,5612323,premium
879,5612344,premium
880,5612347,premium
881,5612508,premium
882,5612318,premium
883,5612330,premium
884,4510483,affordable
886,4510459,affordable
888,5306007,premium
890,5306043,premium
892,5306011,premium
894,5306032,premium
896,5306025,premium
898,2143561,premium
899,2149306,premium
900,2256525,premium
901,2685173,premium
902,2685743,premium
903,2207942,premium
904,2123852,premium
905,2197773,premium
906,2296537,premium
907,2298642,premium
908,2237305,premium
909,1911409,premium
910,2119106,premium
911,2639062,premium
912,1911245,premium
913,4493734,mid-range
914,4493689,mid-range
915,4493755,mid-range
916,4493775,mid-range
917,4493783,mid-range
918,2278166,mid-range
920,2051872,mid-range
922,2121181,mid-range
924,2250026,mid-range
926,2269391,mid-range
928,1908524,premium
929,1908528,premium
930,2297339,affordable
931,2145021,affordable
932,2040600,affordable
933,1921133,luxury
934,1921073,luxury
935,1921136,luxury
936,1921074,luxury
937,1921137,luxury
938,1921135,luxury
939,1921138,luxury
940,1921134,luxury
941,1921140,luxury
942,1921066,luxury
943,1921139,luxury
944,4098504,premium
945,4098512,premium
946,4098529,premium
947,4098518,premium
948,4098492,premium
949,4098494,premium
950,4098506,premium
951,2689481,premium
952,2688209,premium
953,2286051,premium
954,2125066,premium
955,2269844,premium
956,2116256,premium
957,2175965,premium
958,2289581,premium
959,2106980,premium
960,4714471,premium
962,4714494,premium
964,4714466,premium
966,4714485,premium
968,2279724,mid-range
970,2225278,mid-range
972,2296179,mid-range
974,2298313,mid-range
975,2094325,mid-range
976,2175970,mid-range
977,2686275,mid-range
978,2255768,mid-range
979,2178937,mid-range
980,2124307,mid-range
981,2266015,mid-range
982,2686189,mid-range
983,2288803,mid-range
984,2297678,mid-range
985,2686641,mid-range
986,2215786,mid-range
987,2214630,mid-range
988,2140566,mid-range
989,2095122,mid-range
990,2229907,mid-range
991,2694268,mid-range
992,2260291,mid-range
993,4478744,premium
994,4478772,premium
995,4478729,premium
996,4478747,premium
997,4478763,premium
998,4478726,premium
999,4507151,premium
1000,4478266,mid-range
1002,4478303,mid-range
1004,4151677,premium
1005,4151674,premium
1006,1910066,premium
1007,4151711,premium
1008,1910069,premium
1009,4474373,luxury
1010,4474367,luxury
1011,4474370,luxury
1012,4474383,luxury
1013,4474407,luxury
1014,4474386,luxury
1015,2245772,premium
1016,2189625,premium
1017,2168599,premium
1018,4479557,mid-range
1019,4155340,mid-range
1020,4155337,mid-range
1021,4479525,mid-range
1022,4155317,mid-range
1023,4479539,mid-range
1024,2149597,premium
1026,2282326,premium
1028,2047616,premium
1030,2638379,premium
1032,2230499,premium
1034,2298310,premium
1036,2104257,premium
1038,1956090,premium
1040,2231966,mid-range
1041,2040526,mid-range
1042,2040528,mid-range
1043,2280191,mid-range
1044,4552003,premium
1046,4551957,premium
1048,4551865,premium
1050,4552035,premium
1052,4551971,premium
1054,4551891,premium
1056,4551986,premium
1058,4551992,premium
1060,4551936,premium
1062,4551928,premium
1064,4552057,premium
1066,4551859,premium
1068,4551921,premium
1070,2037466,mid-range
1071,1956210,premium
1072,1956213,premium
1073,1956215,premium
1074,2139343,mid-range
1075,4750948,mid-range
1076,4750957,mid-range
1077,2145380,mid-range
1079,2263337,mid-range
1081,2159524,mid-range
1083,2691964,mid-range
1085,2088658,mid-range
1087,2049992,mid-range
1089,2257312,mid-range
1091,2282870,mid-range
1093,1995897,luxury
1095,1995894,luxury
1097,1919382,luxury
1099,1919306,luxury
1101,1919311,luxury
1103,1919312,luxury
1105,1995834,luxury
1107,1995896,luxury
1109,2253555,mid-range
1111,2283792,mid-range
1113,2235783,mid-range
1115,1958834,mid-range
1117,1958832,mid-range
1119,1958829,mid-range
1121,1958831,mid-range
1123,2110958,mid-range
1124,2248490,mid-range
1125,2203543,mid-range
1126,2685049,mid-range
1127,2090936,mid-range
1128,4582528,premium
1129,4582452,premium
1130,4582507,premium
1131,4582480,premium
1132,4582498,premium
1133,4582471,premium
1134,4582516,premium
1135,4582543,premium
1136,5306162,premium
1137,2106172,premium
1138,4690164,premium
1139,2184457,premium
1140,4690174,premium
1141,2683795,mid-range
1143,2179592,mid-range
1145,1889050,premium
1147,1957870,premium
1149,1889057,premium
1151,1889080,premium
1153,1889081,premium
1155,4659943,affordable
1157,4659873,affordable
1159,4659919,affordable
1161,4659885,affordable
1163,4659952,affordable
1165,4659971,affordable
1167,5621789,premium
1168,5621854,premium
1169,5621811,premium
1170,5621793,premium
1171,5621847,premium
1172,1870703,premium
1173,1870699,premium
1174,5621814,premium
1175,5621775,premium
1176,5621832,premium
1177,5621859,premium
1178,5621826,premium
1179,2040590,mid-range
1181,2040592,mid-range
1183,2255246,mid-range
1184,2205248,mid-range
1185,2227606,mid-range
1186,2293304,mid-range
1187,2264355,mid-range
1188,2231296,mid-range
1189,1995056,mid-range
1191,2684628,mid-range
1193,2273976,mid-range
1195,1995060,mid-range
1197,2127106,mid-range
1199,2213821,mid-range
1201,2112789,mid-range
1203,2286920,mid-range
1205,2637693,mid-range
1207,2685712,mid-range
1209,2235960,mid-range
1211,2112426,mid-range
1213,2146952,mid-range
1215,2130603,mid-range
1217,2281824,mid-range
1219,2136487,mid-range
1221,2095651,mid-range
1223,2155506,mid-range
1225,2106248,mid-range
1227,2115192,mid-range
1229,2122069,mid-range
1231,2124415,mid-range
1233,4573716,premium
1235,4515925,premium
1237,1955743,premium
1238,2171071,mid-range
1239,2259121,mid-range
1240,2267689,mid-range
1241,2104878,mid-range
1242,5030755,mid-range
1243,5030770,mid-range
1244,5030752,mid-range
1245,1958442,mid-range
1246,5030848,mid-range
1247,2100928,mid-range
1249,2696081,mid-range
1251,2699017,mid-range
1253,2295728,mid-range
1255,2119712,mid-range
1257,2683971,mid-range
1259,2233448,mid-range
1261,2637397,mid-range
1263,2132267,mid-range
1265,2268827,mid-range
1267,2216072,mid-range
1269,2108565,mid-range
1270,2244721,mid-range
1271,2200427,mid-range
1272,2135886,mid-range
1273,2211476,mid-range
1274,2296618,mid-range
1275,2220892,mid-range
1276,2692146,mid-range
1277,1870580,premium
1279,1870613,premium
1281,1870612,premium
1283,1870581,premium
1285,1870608,premium
1287,5471562,mid-range
1288,5471585,mid-range
1289,5471549,mid-range
1290,5471576,mid-range
1291,4160394,mid-range
1292,4447449,mid-range
1293,4447478,mid-range
1294,4506838,mid-range
1295,5471558,mid-range
1296,2471581,premium
1297,2266152,premium
1298,5507894,premium
1299,5507876,premium
1300,2137023,premium
1301,2684359,premium
1302,2238729,premium
1303,2641108,premium
1304,5523520,premium
1306,5523572,premium
1308,5523525,premium
1310,5523567,premium
1312,5523585,premium
1314,5523554,premium
1316,2180961,mid-range
1317,2243447,mid-range
1318,2159853,mid-range
1319,2204828,mid-range
1320,2233315,mid-range
1321,5608289,mid-range
1323,5608315,mid-range
1325,5608284,mid-range
1327,5608328,mid-range
1329,5608296,mid-range
1331,5608310,mid-range
1333,2683972,premium
1334,2241862,premium
1335,2145945,premium
1336,2201034,premium
1337,2139198,premium
1338,2686281,premium
1339,1956414,premium
1340,1956416,premium
1341,1889499,premium
1342,1889460,premium
1343,1889433,premium
1344,1889462,premium
1345,1889494,premium
1346,1889469,premium
1347,1889464,premium
1348,2207607,premium
1349,2274498,premium
1350,4164882,premium
1351,4164889,premium
1352,4164879,premium
1353,1957283,premium
1354,1957285,premium
1355,1957286,premium
1356,1957287,premium
1357,1957290,premium
1358,1957282,premium
1359,5341857,premium
1360,5341900,premium
1361,5341871,premium
1362,5341884,premium
1363,2164192,mid-range
1364,2016818,mid-range
1365,2016815,mid-range
1366,2016822,mid-range
1367,2016813,mid-range
1368,5397963,premium
1370,5397928,premium
1372,5397953,premium
1374,5397957,premium
1376,5397923,premium
1378,5397974,premium
1380,5631957,premium
1381,5631963,premium
1382,5631959,premium
1383,5631950,premium
1384,5631964,premium
1385,5631956,premium
1386,5631962,premium
1387,5631951,premium
1388,5631952,premium
1389,2028091,premium
1390,2180232,premium
1391,2696164,affordable
1393,2295041,affordable
1395,2168186,affordable
1397,2693253,affordable
1399,2637488,affordable
1401,2107053,affordable
1403,2289740,affordable
1405,2686278,affordable
1407,2217831,affordable
1409,2120135,affordable
1411,2256519,affordable
1413,2697306,affordable
1415,2286625,affordable
1417,2685556,affordable
1419,2077831,premium
1420,2077832,premium
1421,2077833,premium
1422,2077838,premium
1423,2077836,premium
1424,2180167,mid-range
1426,2251668,mid-range
1428,4624885,premium
1429,2230799,premium
1430,4624905,premium
1431,4624909,premium
1432,2167062,premium
1433,2251761,premium
1434,2167887,premium
1435,1869445,luxury
1437,1869443,luxury
1439,1869440,luxury
1441,1869449,luxury
1443,4473682,premium
1444,4473662,premium
1445,4473757,premium
1446,4473679,premium
1447,4473739,premium
1448,4473691,premium
1449,1958376,premium
1450,4473656,premium
1451,2124507,premium
1452,4710224,premium
1453,2047756,premium
1454,2279666,premium
1455,2161272,premium
1456,1871280,premium
1457,1871288,premium
1458,4710208,premium
1459,1871281,premium
1460,1871287,premium
1461,2298481,premium
1462,4453811,luxury
1463,4453854,luxury
1464,4453832,luxury
1465,4453848,luxury
1466,4453814,luxury
1467,2699578,luxury
1469,2216464,luxury
1471,2685799,luxury
1473,2215883,mid-range
1474,2215388,mid-range
1475,2229238,mid-range
1476,2252531,mid-range
1477,2142555,mid-range
1478,2272829,mid-range
1479,1870238,premium
1480,1870236,premium
1481,1870261,premium
1482,1870266,premium
1483,1922585,mid-range
1484,1922584,mid-range
1485,1922582,mid-range
1486,1922577,mid-range
1487,1922581,mid-range
1488,1958375,mid-range
1489,1955877,premium
1490,1955875,premium
1491,1958625,mid-range
1492,1958621,mid-range
1493,1958704,mid-range
1494,1958705,mid-range
1495,1958702,mid-range
1496,1958709,mid-range
1497,1958699,mid-range
1498,2218435,premium
1499,2206183,premium
1500,2112340,premium
1501,2143810,premium
1502,2049131,premium
1503,1955616,premium
1504,1955680,premium
1505,1955673,premium
1506,1955677,premium
1507,1955674,premium
1508,1955678,premium
1509,1955676,premium
1510,1955618,premium
1511,1889559,premium
1512,1889580,premium
1513,1889577,premium
1514,2220413,premium
1515,2132195,premium
1516,2229728,premium
1517,1889579,premium
1518,1889581,premium
1519,1889561,premium
1520,2282447,premium
1521,2213318,premium
1522,2270388,premium
1523,2636588,premium
1524,2149913,premium
1525,2146400,premium
1526,2238828,premium
1527,2227413,premium
1528,2158637,premium
1529,2122476,premium
1530,2151821,premium
1531,2696828,premium
1532,2262652,premium
1533,2685259,premium
1534,2701022,premium
1535,2120005,premium
1536,2240693,premium
1537,1878920,premium
1538,2695188,premium
1539,2049853,premium
1540,2194897,premium
1541,2142928,premium
1542,2272375,premium
1543,2142630,premium
1544,2170065,premium
1545,2102332,premium
1546,2645008,premium
1547,2116503,premium
1548,2234144,premium
1549,2189961,premium
1550,2226786,premium
1551,2276431,premium
1552,2644128,premium
1553,2149678,premium
1554,2090489,premium
1555,2179752,premium
1556,2092983,premium
1557,2268561,premium
1558,2219401,premium
1559,2155617,premium
1560,2268630,premium
1561,2215065,premium
1562,2160296,premium
1563,2645464,premium
1564,2228728,premium
1565,2162714,premium
1566,2182998,premium
1567,2701266,premium
1568,2193342,premium
1569,2284696,premium
1570,2088868,premium
1571,2153649,premium
1572,2214555,premium
1573,2169461,premium
1574,2205899,premium
1575,2291015,premium
1576,2298848,premium
1577,2232501,premium
1578,2107671,premium
1579,2202525,premium
1580,2177346,premium
1581,2235873,premium
1582,2636310,premium
1583,2684961,premium
1584,2293530,premium
1585,2227686,premium
1586,2259961,premium
1587,2140372,premium
1588,2646959,premium
1589,4446665,mid-range
1590,4446686,mid-range
1591,4446647,mid-range
1592,4446674,mid-range
1593,4446638,mid-range
1594,2242336,premium
1596,2113227,premium
1598,2645688,premium
1600,2143254,premium
1602,2111453,premium
1604,2296534,premium
1606,2149993,premium
1608,5355069,mid-range
1609,5355054,mid-range
1610,5355076,mid-range
1611,1958620,mid-range
1612,1958622,mid-range
1613,1958617,mid-range
1614,4976587,premium
1615,4976502,premium
1616,4976510,premium
1617,4976561,premium
1618,4976521,premium
1619,4976543,premium
1620,4976568,premium
1621,4976538,premium
1622,4976593,premium
1623,4976548,premium
1624,2699013,luxury
1625,2146406,luxury
1626,2278326,luxury
1627,1871841,luxury
1628,2286551,luxury
1629,2684085,luxury
1630,5320311,mid-range
1631,5320189,mid-range
1632,5320186,mid-range
1633,5320204,mid-range
1634,5320210,mid-range
1635,5320218,mid-range
1636,5320278,mid-range
1637,5320284,mid-range
1638,5320229,mid-range
1639,5320325,mid-range
1640,5320254,mid-range
1641,5320194,mid-range
1642,5320439,mid-range
1643,2243313,premium
1644,2248995,premium
1645,1957798,premium
1646,1957795,premium
1647,1957801,premium
1648,1957804,premium
1649,1957805,premium
1650,1957796,premium
1651,1957800,premium
1652,1957802,premium
1653,2638827,mid-range
1654,2279583,mid-range
1655,2684837,mid-range
1656,4648260,premium
1657,4648251,premium
1658,4648233,premium
1659,4648237,premium
1660,4648263,premium
1661,1956736,premium
1662,1956741,premium
1663,1889675,premium
1664,2051607,premium
1665,4974823,premium
1666,2047833,premium
1667,4620695,premium
1668,4620727,premium
1669,4620690,premium
1670,2180412,premium
1671,4478435,luxury
1672,4478386,luxury
1673,4478453,luxury
1674,4478413,luxury
1675,4478393,luxury
1676,4478431,luxury
1677,4478389,luxury
1678,5431454,mid-range
1679,5431436,mid-range
1680,5431445,mid-range
1681,1870119,premium
1682,2291664,premium
1683,2286985,premium
1684,2299965,premium
1685,2219732,premium
1686,2248726,premium
1687,2094716,premium
1688,2236968,premium
1689,2169735,premium
1691,2200221,premium
1693,2110171,premium
1695,2179937,premium
1697,2277933,premium
1699,2644345,premium
1701,2226065,premium
1703,2275754,premium
1705,2101677,premium
1707,2685078,premium
1709,2260470,premium
1711,2268471,premium
1713,2111616,premium
1715,2276686,premium
1717,2190109,premium
1719,2293799,premium
1721,2126096,premium
1723,2113710,premium
1725,2640538,premium
1727,2093230,premium
1729,2203374,premium
1731,2243547,mid-range
1732,4055789,mid-range
1733,2252776,mid-range
1734,2691659,mid-range
1735,2230338,mid-range
1736,2183486,mid-range
1737,2178483,mid-range
1738,2162291,mid-range
1739,2051429,mid-range
1740,2210681,mid-range
1741,2296185,mid-range
1742,4829143,mid-range
1743,4829189,mid-range
1744,4829194,mid-range
1745,5480602,mid-range
1746,5480663,mid-range
1747,5480628,mid-range
1748,5480566,mid-range
1749,5480578,mid-range
1750,5487004,mid-range
1752,1994848,mid-range
1754,5487017,mid-range
1756,5487025,mid-range
1758,2050325,mid-range
1760,2297682,mid-range
1762,2160960,mid-range
1764,2109471,mid-range
1766,5486998,mid-range
1768,5487089,mid-range
1770,2297421,mid-range
1772,2257800,mid-range
1773,2686583,mid-range
1774,4641088,mid-range
1775,2279278,mid-range
1776,2243688,mid-range
1777,2276899,mid-range
1778,2164825,luxury
1779,2188914,luxury
1780,2097228,luxury
1781,2152140,luxury
1782,2238155,luxury
1783,2047341,luxury
1784,2106041,luxury
1785,2296919,luxury
1786,2167423,luxury
1787,2172862,luxury
1788,2098871,luxury
1789,2182991,luxury
1790,2256522,luxury
1791,5471787,premium
1792,5471837,premium
1793,5471810,premium
1794,5471832,premium
1795,5471805,premium
1796,5471823,premium
1797,5471791,premium
1798,1870637,premium
1799,1870551,premium
1800,1870642,premium
1801,1870584,premium
1802,1919458,premium
1803,1919517,premium
1804,2186508,mid-range
1805,2125069,mid-range
1806,2094713,premium
1807,5306080,premium
1808,2637126,premium
1809,2151756,premium
1810,5336958,premium
1811,2211470,premium
1812,2227463,premium
1813,5336953,premium
